sensor_id,timestamp,temperature_C,humidity_%,sea_temperature_C,sea_temp_band
M2,2017-01-21T02:00:00Z,7.92,48.0,9.91,cold
M2,2012-11-08T11:00:00Z,9.66,84.8,12.92,mild
M1,2001-11-23T23:00:00Z,13.0,97.0,12.6,mild
M6,2014-09-01T04:00:00Z,14.8,70.0,15.3,warm
M5,2005-12-07T05:00:00Z,10.0,71.0,11.7,mild
M4,2008-05-26T21:00:00Z,12.9,79.0,13.0,mild
M1,2007-02-12T03:00:00Z,8.7,90.0,10.2,cold
Belmullet-AMETS,2011-05-20T21:00:00Z,11.54,78.2,11.63,mild
M2,2002-01-09T21:00:00Z,7.3,81.0,10.5,cold
M5,2007-03-03T10:00:00Z,9.5,77.0,9.3,cold
M3,2014-05-30T08:00:00Z,11.51,97.3,12.44,mild
M4,2007-06-06T08:00:00Z,13.6,92.0,13.2,mild
M5,2007-01-25T18:00:00Z,6.4,60.0,9.7,cold
M2,2012-02-27T09:00:00Z,9.25,92.2,8.58,cold
M4,2016-07-07T05:00:00Z,13.63,85.5,13.33,mild
M2,2017-04-21T06:00:00Z,10.42,84.8,9.54,cold
M6,2013-04-29T18:00:00Z,9.5,64.0,10.4,cold
M3,2007-05-28T19:00:00Z,11.1,58.0,13.1,mild
M2,2017-04-05T00:00:00Z,9.56,72.7,9.26,cold
M2,2009-10-24T20:00:00Z,14.24,70.5,14.03,warm
M3,2013-01-25T08:00:00Z,10.48,97.3,10.49,cold
M1,2005-07-17T03:00:00Z,15.1,90.0,16.8,warm
M6,2016-10-11T19:00:00Z,14.1,82.0,14.2,warm
M2,2004-12-15T01:00:00Z,12.1,92.0,12.1,mild
M3,2011-09-11T10:00:00Z,15.0,71.0,14.6,warm
M5,2011-06-26T19:00:00Z,15.2,94.0,14.8,warm
M5,2012-07-01T03:00:00Z,13.05,76.9,14.36,warm
M5,2012-04-26T05:00:00Z,8.54,86.4,9.76,cold
M6,2006-09-28T17:00:00Z,14.0,75.0,15.0,warm
M4,2007-06-13T22:00:00Z,14.1,80.0,15.0,warm
M2,2006-02-15T02:00:00Z,9.5,78.0,9.4,cold
M4,2007-06-25T13:00:00Z,12.3,76.0,13.7,mild
M1,2004-05-31T05:00:00Z,12.6,86.0,12.8,mild
M2,2005-05-08T13:00:00Z,8.5,72.0,9.2,cold
M5,2017-07-21T11:00:00Z,13.76,84.0,15.96,warm
M3,2010-09-27T06:00:00Z,15.7,93.0,15.5,warm
M2,2005-09-24T01:00:00Z,12.0,58.0,14.3,warm
M3,2016-11-02T22:00:00Z,10.65,64.5,13.36,mild
M2,2017-08-27T14:00:00Z,15.75,91.8,14.53,warm
M3,2010-12-01T08:00:00Z,3.3,70.0,10.6,cold
M3,2003-08-02T18:00:00Z,16.2,74.0,16.1,warm
M1,2005-07-23T04:00:00Z,15.1,93.0,15.7,warm
M1,2002-10-21T18:00:00Z,12.1,94.0,13.7,mild
M6,2006-12-06T16:00:00Z,9.7,81.0,11.8,mild
M6,2011-03-17T14:00:00Z,7.4,60.0,10.9,cold
M2,2001-10-07T23:00:00Z,12.9,90.0,13.7,mild
M4-Archive,2006-02-25T07:00:00Z,4.7,68.0,8.5,cold
M6,2009-12-10T04:00:00Z,11.5,71.0,11.9,mild
M1,2004-02-20T17:00:00Z,7.2,67.0,10.5,cold
M2,2007-02-15T09:00:00Z,9.6,86.0,9.1,cold
M3,2014-07-05T19:00:00Z,15.03,74.6,16.48,warm
M4-Archive,2005-03-12T10:00:00Z,5.9,71.0,8.2,cold
M2,2001-10-20T02:00:00Z,14.3,90.0,14.2,warm
M5,2016-06-01T14:00:00Z,12.84,85.5,13.98,warm
M2,2001-05-06T23:00:00Z,8.7,90.9,8.6,cold
M4-Archive,2005-04-13T17:00:00Z,6.3,84.0,8.8,cold
M3,2014-05-27T05:00:00Z,11.34,96.9,11.76,mild
M6,2007-11-05T00:00:00Z,15.0,90.0,14.7,warm
M4-Archive,2006-05-04T17:00:00Z,11.5,88.0,9.5,cold
M6,2007-12-01T19:00:00Z,11.5,71.0,13.3,mild
M4,2010-05-30T01:00:00Z,10.7,66.0,11.8,mild
M5,2007-10-22T21:00:00Z,14.2,88.0,14.1,warm
M4,2011-01-12T21:00:00Z,10.0,96.0,10.3,cold
M3,2016-09-13T15:00:00Z,15.37,73.0,16.06,warm
M6,2014-08-05T18:00:00Z,16.3,90.0,16.7,warm
M4-Archive,2004-10-02T16:00:00Z,13.3,73.0,14.1,warm
M5,2009-06-15T07:00:00Z,13.8,86.0,14.3,warm
M2,2014-09-24T08:00:00Z,13.22,84.8,15.21,warm
M6,2007-04-15T09:00:00Z,10.6,75.0,11.3,mild
M2,2005-02-02T23:00:00Z,9.5,90.0,9.1,cold
M4,2009-08-18T05:00:00Z,14.9,98.0,14.9,warm
M4-Archive,2004-10-19T05:00:00Z,7.3,78.0,12.7,mild
M4-Archive,2006-12-02T20:00:00Z,10.6,90.0,11.6,mild
M5,2010-03-26T20:00:00Z,8.6,93.0,8.5,cold
M4,2011-08-11T13:00:00Z,13.76,84.4,14.73,warm
M3,2014-06-12T00:00:00Z,14.24,90.2,13.74,mild
M6,2011-10-12T21:00:00Z,12.9,99.0,13.0,mild
M2,2011-04-22T07:00:00Z,11.24,80.8,8.91,cold
M4,2012-11-10T18:00:00Z,9.7,71.5,11.31,mild
M5,2005-12-27T10:00:00Z,5.9,58.0,11.0,cold
M2,2005-07-24T10:00:00Z,14.2,89.0,13.3,mild
M2,2013-04-27T17:00:00Z,7.37,62.9,8.2,cold
M3,2014-03-30T16:00:00Z,9.25,88.3,10.36,cold
M3,2008-01-22T11:00:00Z,12.4,93.0,11.6,mild
M1,2006-07-10T10:00:00Z,16.6,90.0,14.3,warm
M3,2003-03-31T00:00:00Z,10.8,80.0,11.3,mild
M4,2010-04-02T18:00:00Z,7.2,85.0,9.7,cold
M3,2004-09-30T15:00:00Z,14.1,71.0,14.0,warm
M4-Archive,2006-01-10T09:00:00Z,10.3,94.0,10.1,cold
M2,2011-05-30T20:00:00Z,9.73,76.1,10.84,cold
M6,2013-05-17T05:00:00Z,10.1,72.0,11.0,cold
M5,2007-10-17T13:00:00Z,12.8,75.0,14.4,warm
M3,2010-12-25T13:00:00Z,7.9,69.0,10.3,cold
M6,2013-02-22T21:00:00Z,9.5,61.0,10.5,cold
M3,2003-06-19T01:00:00Z,14.6,96.0,14.0,warm
M3,2003-11-08T09:00:00Z,12.5,80.0,13.2,mild
M3,2016-06-06T12:00:00Z,15.37,87.1,14.77,warm
M2,2017-06-20T08:00:00Z,12.74,85.2,12.37,mild
M6,2009-02-14T02:00:00Z,10.3,94.0,11.2,mild
M5,2012-08-27T02:00:00Z,16.29,90.7,15.09,warm
M4,2008-05-04T12:00:00Z,11.2,84.0,10.7,cold
M5,2005-02-03T08:00:00Z,8.2,86.0,9.6,cold
M3,2010-06-03T21:00:00Z,14.6,85.0,14.4,warm
M1,2006-02-12T16:00:00Z,11.1,91.0,10.6,cold
M5,2009-05-19T17:00:00Z,11.3,90.0,10.9,cold
M2,2015-11-11T11:00:00Z,14.04,94.9,13.36,mild
M5,2012-07-11T20:00:00Z,15.4,65.3,15.15,warm
M1,2001-09-30T18:00:00Z,15.4,76.0,15.2,warm
M6,2010-04-26T01:00:00Z,11.9,94.0,11.6,mild
M2,2001-11-18T09:00:00Z,10.3,86.0,12.6,mild
M3,2012-12-30T12:00:00Z,10.89,84.0,10.63,cold
M3,2017-04-03T07:00:00Z,11.17,96.1,10.8,cold
M6,2013-10-06T23:00:00Z,16.5,96.0,15.3,warm
M5,2006-05-05T05:00:00Z,10.4,84.0,10.4,cold
M5,2011-07-23T12:00:00Z,14.2,80.0,14.8,warm
M6,2008-12-09T07:00:00Z,9.5,67.0,12.0,mild
M6,2011-10-14T18:00:00Z,11.8,73.0,13.2,mild
M4,2010-06-10T03:00:00Z,13.1,86.0,13.3,mild
M3,2003-12-03T05:00:00Z,11.2,81.0,11.8,mild
M1,2004-11-22T12:00:00Z,12.2,89.0,11.8,mild
M2,2010-11-25T19:00:00Z,6.62,68.0,12.2,mild
M6,2007-06-12T19:00:00Z,14.2,94.0,14.1,warm
M2,2012-04-01T11:00:00Z,8.19,82.0,8.85,cold
M4,2017-03-26T15:00:00Z,10.28,78.1,10.46,cold
M1,2003-07-26T07:00:00Z,13.5,86.0,15.3,warm
M5,2007-02-06T15:00:00Z,6.7,62.0,9.9,cold
M6,2013-10-20T12:00:00Z,14.1,88.0,14.7,warm
M3,2010-07-05T19:00:00Z,15.2,74.0,16.0,warm
M4-Archive,2006-11-30T04:00:00Z,12.3,76.0,11.9,mild
M2,2007-04-03T22:00:00Z,8.2,74.0,8.6,cold
M6,2010-02-23T13:00:00Z,7.3,66.0,10.8,cold
M5,2005-03-01T21:00:00Z,5.7,73.0,8.9,cold
M4,2009-05-02T05:00:00Z,10.0,69.0,10.7,cold
M5,2011-07-03T12:00:00Z,15.3,80.0,15.2,warm
M4-Archive,2004-07-05T04:00:00Z,13.3,85.0,14.2,warm
M2,2001-11-05T15:00:00Z,12.4,85.0,13.0,mild
M6,2012-12-22T14:00:00Z,9.7,94.0,10.9,cold
M2,2001-10-16T23:00:00Z,14.9,90.0,13.5,mild
M2,2013-05-06T16:00:00Z,9.32,84.8,9.13,cold
M2,2003-04-21T02:00:00Z,8.4,85.0,8.6,cold
M5,2014-12-17T13:00:00Z,11.99,94.9,11.55,mild
M5,2008-01-08T09:00:00Z,10.5,87.0,10.4,cold
M6,2014-08-21T12:00:00Z,13.9,89.0,15.4,warm
M2,2006-09-20T16:00:00Z,15.9,97.0,14.7,warm
M5,2012-06-19T00:00:00Z,13.15,82.9,13.27,mild
M6,2017-05-14T12:00:00Z,10.0,79.0,11.5,mild
M6,2006-12-05T04:00:00Z,9.8,74.0,11.8,mild
M1,2005-02-14T10:00:00Z,8.1,87.0,10.0,cold
M4-Archive,2004-11-03T22:00:00Z,11.1,70.0,12.3,mild
M1,2002-03-28T23:00:00Z,9.9,78.0,10.4,cold
M3,2010-10-19T01:00:00Z,13.7,81.0,14.8,warm
M6,2014-09-25T01:00:00Z,15.9,96.0,16.5,warm
M2,2001-08-11T09:00:00Z,15.7,95.0,15.0,warm
M5,2010-12-16T07:00:00Z,8.5,83.0,10.3,cold
M6,2012-04-15T22:00:00Z,11.0,99.0,10.8,cold
M5,2016-10-22T23:00:00Z,12.3,77.3,14.36,warm
M3,2011-09-02T01:00:00Z,15.7,93.0,15.5,warm
M5,2008-10-17T14:00:00Z,12.2,76.0,13.9,warm
M5,2009-04-07T15:00:00Z,9.3,86.0,8.9,cold
M2,2012-12-25T20:00:00Z,8.5,77.0,10.25,cold
M6,2008-12-06T10:00:00Z,10.9,73.0,12.2,mild
M2,2006-05-24T17:00:00Z,10.3,81.0,9.9,cold
M4-Archive,2006-07-04T23:00:00Z,13.9,97.0,14.5,warm
M6,2009-07-31T08:00:00Z,14.4,97.0,14.9,warm
M2,2013-02-28T16:00:00Z,6.59,89.1,7.96,cold
M3,2008-03-28T20:00:00Z,9.1,71.0,10.9,cold
M4,2010-02-21T21:00:00Z,4.1,86.0,10.0,cold
M2,2014-09-30T07:00:00Z,15.54,93.0,14.97,warm
M6,2014-08-22T01:00:00Z,14.2,76.0,15.3,warm
M4-Archive,2006-01-01T17:00:00Z,9.9,70.0,10.3,cold
M2,2012-03-17T22:00:00Z,7.1,81.2,8.31,cold
M6,2007-05-21T15:00:00Z,11.7,81.0,12.0,mild
M3,2011-06-07T12:00:00Z,11.9,74.0,12.5,mild
M3,2002-07-24T00:00:00Z,14.6,76.0,15.0,warm
M2,2007-07-11T17:00:00Z,14.4,92.0,14.2,warm
M2,2011-11-26T12:00:00Z,13.15,81.6,13.51,mild
M4,2008-05-07T12:00:00Z,12.7,80.0,11.3,mild
M5,2006-05-25T00:00:00Z,9.8,83.0,10.9,cold
M6,2008-12-07T23:00:00Z,9.8,86.0,12.2,mild
M4,2009-06-17T23:00:00Z,12.8,73.0,13.1,mild
M3,2003-10-05T02:00:00Z,13.0,64.0,15.7,warm
M5,2010-03-09T02:00:00Z,6.9,59.0,8.2,cold
M3,2007-02-05T21:00:00Z,8.4,77.0,11.0,cold
M4-Archive,2007-04-13T11:00:00Z,10.7,88.0,10.4,cold
M6,2012-05-03T10:00:00Z,10.7,83.0,10.7,cold
M5,2012-08-13T19:00:00Z,16.91,91.5,16.99,warm
M6,2009-03-17T21:00:00Z,10.8,86.0,11.4,mild
M2,2013-05-25T15:00:00Z,9.32,78.9,9.13,cold
M1,2006-06-16T15:00:00Z,13.7,91.0,13.8,mild
M5,2011-04-06T04:00:00Z,9.6,99.0,9.1,cold
M5,2006-08-09T02:00:00Z,16.2,84.0,16.7,warm
M1,2007-07-02T10:00:00Z,14.8,88.0,14.9,warm
M1,2004-09-18T10:00:00Z,13.4,70.0,14.4,warm
M6,2013-07-23T22:00:00Z,16.3,86.0,17.2,warm
M5,2012-07-29T01:00:00Z,14.04,78.2,15.79,warm
M1,2006-04-18T19:00:00Z,9.7,77.0,10.3,cold
M6,2007-06-24T23:00:00Z,12.9,79.0,13.9,warm
M1,2004-03-18T14:00:00Z,9.0,69.0,10.5,cold
M5,2007-12-28T04:00:00Z,11.7,91.0,11.1,cold
M6,2008-10-06T15:00:00Z,14.7,92.0,14.3,warm
M5,2010-04-20T10:00:00Z,7.8,76.0,9.7,cold
M4,2010-01-18T15:00:00Z,9.8,94.0,9.6,cold
M5,2008-09-10T12:00:00Z,15.3,84.0,14.5,warm
M2,2017-11-22T17:00:00Z,11.1,94.1,13.12,mild
M2,2016-12-23T09:00:00Z,11.37,82.0,11.24,mild
M4,2008-06-08T16:00:00Z,14.2,89.0,14.2,warm
M3,2011-11-27T01:00:00Z,13.1,85.0,13.0,mild
M2,2003-11-14T01:00:00Z,12.6,89.0,13.3,mild
M5,2013-05-21T21:00:00Z,13.15,81.2,10.94,cold
M4,2011-02-18T11:00:00Z,7.6,84.0,9.2,cold
M5,2012-12-04T04:00:00Z,8.94,77.3,11.18,mild
M2,2011-12-12T02:00:00Z,7.48,77.3,11.69,mild
M5,2007-01-20T21:00:00Z,9.0,76.0,10.1,cold
M6,2014-07-24T00:00:00Z,15.8,81.0,16.5,warm
M1,2004-07-28T10:00:00Z,15.5,89.0,15.5,warm
M3,2005-03-15T18:00:00Z,10.5,94.0,10.6,cold
M6,2013-01-29T02:00:00Z,10.0,76.0,10.7,cold
M2,2003-11-30T06:00:00Z,9.4,77.0,12.7,mild
M5,2012-02-10T06:00:00Z,9.4,97.0,9.7,cold
M3,2010-07-30T13:00:00Z,16.4,98.0,16.4,warm
M2,2012-11-27T06:00:00Z,8.91,74.2,12.17,mild
M5,2004-12-06T21:00:00Z,10.7,92.0,11.9,mild
M3,2011-03-18T03:00:00Z,7.0,68.0,10.5,cold
Belmullet-AMETS,2011-08-03T12:00:00Z,15.37,73.0,14.06,warm
M5,2013-05-09T08:00:00Z,9.63,87.5,9.88,cold
M3,2006-12-23T06:00:00Z,10.3,72.0,11.6,mild
M3,2016-12-03T10:00:00Z,10.62,73.0,11.38,mild
M4,2010-01-07T03:00:00Z,5.5,69.0,9.9,cold
M5,2015-05-04T00:00:00Z,10.48,84.0,10.15,cold
M3,2007-07-30T01:00:00Z,15.4,78.0,16.1,warm
M3,2005-01-17T02:00:00Z,10.3,89.0,10.9,cold
M6,2009-05-15T05:00:00Z,8.7,72.0,11.8,mild
M5,2017-06-18T16:00:00Z,18.41,57.4,19.11,warm
M6,2007-12-09T07:00:00Z,10.5,84.0,12.9,mild
M6,2017-03-02T08:00:00Z,6.2,81.0,10.9,cold
M3,2011-06-10T16:00:00Z,11.0,67.0,12.6,mild
M2,2011-10-25T18:00:00Z,12.77,67.5,13.98,warm
M3,2012-07-14T05:00:00Z,13.08,73.4,13.98,warm
M2,2015-04-19T07:00:00Z,6.83,78.5,8.07,cold
M2,2005-03-24T15:00:00Z,9.6,91.0,8.3,cold
M5,2007-09-28T16:00:00Z,13.3,75.0,14.6,warm
M3,2007-10-16T02:00:00Z,13.6,93.0,15.0,warm
M1,2002-09-05T05:00:00Z,15.2,96.0,15.2,warm
M3,2009-06-11T04:00:00Z,12.1,68.0,13.4,mild
M6,2012-11-08T20:00:00Z,11.7,89.0,11.9,mild
M5,2012-08-10T22:00:00Z,17.97,85.9,17.31,warm
M3,2010-08-08T19:00:00Z,16.1,98.0,16.5,warm
M3,2011-12-08T21:00:00Z,8.6,62.0,11.9,mild
M3,2009-10-17T06:00:00Z,13.9,83.0,14.7,warm
M3,2002-10-05T18:00:00Z,15.3,83.0,16.0,warm
M5,2015-07-31T14:00:00Z,14.86,75.4,15.69,warm
M2,2015-06-24T23:00:00Z,13.63,95.3,13.43,mild
M4,2017-07-09T03:00:00Z,13.35,96.9,13.74,mild
M5,2008-01-29T11:00:00Z,10.7,91.0,9.8,cold
M4,2007-10-09T20:00:00Z,13.6,93.0,13.7,mild
M2,2011-07-08T20:00:00Z,13.56,89.4,12.98,mild
M4-Archive,2003-07-01T06:00:00Z,14.3,90.0,14.1,warm
M3,2016-07-02T01:00:00Z,13.56,80.1,14.6,warm
M2,2004-12-20T17:00:00Z,8.7,76.0,11.6,mild
M2,2006-07-05T01:00:00Z,13.5,94.0,12.0,mild
M2,2015-08-25T23:00:00Z,14.45,87.5,13.54,mild
M2,2015-03-26T13:00:00Z,8.23,69.9,7.86,cold
M5,2004-12-09T09:00:00Z,10.5,80.0,11.8,mild
M5,2016-05-26T22:00:00Z,11.3,83.6,12.92,mild
M4,2011-08-30T12:00:00Z,13.25,71.5,14.32,warm
M3,2009-11-15T10:00:00Z,13.1,81.0,12.5,mild
M5,2009-02-19T18:00:00Z,8.5,93.0,8.6,cold
M2,2013-03-19T14:00:00Z,4.98,71.9,7.59,cold
M5,2007-10-08T10:00:00Z,14.4,94.0,14.5,warm
M6,2008-12-31T08:00:00Z,11.4,97.0,11.8,mild
M6,2008-11-11T00:00:00Z,11.3,81.0,13.0,mild
M6,2017-09-09T04:00:00Z,13.5,75.0,15.4,warm
M2,2008-01-21T19:00:00Z,7.4,83.0,9.9,cold
M5,2010-03-01T21:00:00Z,7.6,79.0,8.4,cold
M4,2011-09-21T11:00:00Z,12.77,68.0,13.06,mild
M5,2006-12-15T18:00:00Z,7.0,90.0,11.6,mild
M5,2017-09-14T04:00:00Z,12.57,80.5,14.8,warm
M6,2015-09-19T09:00:00Z,14.2,87.0,13.6,mild
M2,2005-08-05T11:00:00Z,14.1,85.0,14.3,warm
M3,2002-07-25T03:00:00Z,14.9,99.0,14.9,warm
M4-Archive,2004-06-21T19:00:00Z,13.0,69.0,15.0,warm
M5,2004-11-23T14:00:00Z,11.9,96.0,12.3,mild
M2,2017-02-25T06:00:00Z,9.39,86.7,9.13,cold
M3,2003-03-04T14:00:00Z,11.3,95.0,10.9,cold
M4,2007-08-23T07:00:00Z,14.3,97.0,14.4,warm
M3,2010-12-25T17:00:00Z,8.0,61.0,10.4,cold
M2,2004-11-29T10:00:00Z,8.5,61.0,12.5,mild
M3,2014-05-01T07:00:00Z,11.3,88.7,11.28,mild
M3,2004-07-13T11:00:00Z,14.5,95.0,15.2,warm
M6,2008-07-22T17:00:00Z,15.9,91.0,15.1,warm
M2,2002-07-07T02:00:00Z,13.5,67.0,13.1,mild
M4,2008-01-03T09:00:00Z,6.0,72.0,11.0,cold
M2,2002-05-30T18:00:00Z,12.4,80.0,10.7,cold
M2,2004-11-05T17:00:00Z,12.0,80.0,13.6,mild
M5,2015-03-11T06:00:00Z,8.67,89.5,8.34,cold
M3,2012-10-27T18:00:00Z,8.47,54.7,12.24,mild
M1,2003-05-15T15:00:00Z,11.0,97.0,11.3,mild
M6,2008-08-05T16:00:00Z,15.4,88.0,15.8,warm
M5,2011-11-27T10:00:00Z,10.5,69.0,12.8,mild
M5,2009-12-07T21:00:00Z,9.5,74.0,11.4,mild
M4-Archive,2007-04-14T07:00:00Z,10.8,87.0,10.4,cold
M5,2011-08-25T08:00:00Z,14.0,82.0,15.4,warm
M2,2007-02-04T19:00:00Z,6.3,88.0,9.3,cold
M2,2013-05-22T20:00:00Z,10.11,71.1,8.72,cold
M3,2004-10-22T18:00:00Z,13.3,94.0,12.3,mild
M6,2011-04-10T08:00:00Z,11.9,93.0,10.7,cold
M1,2006-04-20T01:00:00Z,9.6,74.0,10.4,cold
M4-Archive,2003-10-05T11:00:00Z,12.4,88.0,14.6,warm
M6,2011-01-19T11:00:00Z,11.0,73.0,11.3,mild
M3,2010-07-03T22:00:00Z,16.2,86.0,16.0,warm
M2,2013-04-12T01:00:00Z,7.24,94.5,7.14,cold
M6,2011-10-22T14:00:00Z,11.1,76.0,13.2,mild
M2,2015-08-18T06:00:00Z,13.39,94.9,13.33,mild
M6,2012-08-14T14:00:00Z,15.7,87.0,15.9,warm
M6,2012-09-16T01:00:00Z,14.6,88.0,14.9,warm
M3,2008-01-13T17:00:00Z,10.5,78.0,11.5,mild
M1,2002-06-11T14:00:00Z,11.5,76.0,11.7,mild
M6,2017-11-24T15:00:00Z,5.1,76.0,12.6,mild
M5,2013-10-10T00:00:00Z,10.79,70.7,14.73,warm
M5,2005-03-26T01:00:00Z,9.6,90.0,9.4,cold
M4,2011-01-08T02:00:00Z,4.7,72.0,9.7,cold
M2,2014-11-12T17:00:00Z,11.41,80.1,14.36,warm
M6,2008-02-18T15:00:00Z,9.8,69.0,11.5,mild
M2,2007-11-25T06:00:00Z,10.4,78.0,12.8,mild
M1,2005-09-27T09:00:00Z,13.2,70.0,14.4,warm
M2,2002-04-12T10:00:00Z,8.3,80.0,8.5,cold
M6,2007-11-07T16:00:00Z,14.8,87.0,14.8,warm
M5,2004-11-19T04:00:00Z,7.8,71.0,12.4,mild
M3,2004-02-03T00:00:00Z,12.6,100.0,10.9,cold
M4,2009-06-15T23:00:00Z,13.6,84.0,13.1,mild
M4-Archive,2005-12-14T21:00:00Z,11.2,88.0,10.7,cold
M6,2007-03-05T13:00:00Z,10.7,91.0,10.8,cold
M1,2001-04-07T18:00:00Z,8.9,71.3,9.7,cold
M4,2009-08-25T06:00:00Z,13.7,83.0,14.3,warm
M5,2004-10-19T02:00:00Z,12.3,67.0,13.6,mild
M1,2005-11-04T14:00:00Z,10.9,64.0,12.9,mild
M2,2003-04-02T20:00:00Z,9.0,82.0,8.5,cold
M1,2005-10-28T01:00:00Z,13.6,82.0,13.2,mild
M3,2004-10-07T13:00:00Z,12.0,76.0,13.7,mild
M2,2008-12-14T02:00:00Z,6.0,76.0,11.1,cold
M4,2009-04-08T06:00:00Z,9.7,81.0,10.1,cold
M6,2016-10-25T02:00:00Z,12.5,67.0,14.0,warm
M2,2017-01-31T14:00:00Z,9.39,93.4,9.88,cold
M5,2008-10-07T07:00:00Z,13.7,97.0,14.1,warm
M4-Archive,2006-09-14T12:00:00Z,14.1,72.0,15.2,warm
M4,2009-10-16T16:00:00Z,13.0,79.0,13.7,mild
M3,2005-05-02T11:00:00Z,11.1,89.0,11.4,mild
M5,2009-07-22T22:00:00Z,15.4,91.0,14.6,warm
M5,2012-11-17T18:00:00Z,11.37,69.1,12.06,mild
M5,2004-12-07T00:00:00Z,10.1,91.0,11.9,mild
M2,2004-10-22T16:00:00Z,11.0,86.0,13.9,warm
M1,2004-07-10T16:00:00Z,14.1,81.0,14.9,warm
M4-Archive,2006-07-03T10:00:00Z,13.4,82.0,14.1,warm
M5,2015-04-23T12:00:00Z,10.18,86.7,10.42,cold
M3,2017-06-15T09:00:00Z,13.8,84.4,13.5,mild
M6,2016-08-22T22:00:00Z,15.4,73.0,15.9,warm
M5,2015-04-01T13:00:00Z,8.74,84.0,8.61,cold
M6,2011-11-22T14:00:00Z,12.9,85.0,11.7,mild
M4,2010-08-26T00:00:00Z,13.8,78.0,14.6,warm
M2,2002-01-20T18:00:00Z,10.6,83.0,9.4,cold
M3,2005-08-23T08:00:00Z,16.7,85.0,16.6,warm
M5,2006-10-06T01:00:00Z,16.1,96.0,14.9,warm
M4,2011-12-11T22:00:00Z,8.47,66.8,10.8,cold
M5,2009-01-30T04:00:00Z,10.2,97.0,9.0,cold
M5,2009-08-01T07:00:00Z,14.8,86.0,15.2,warm
Belmullet-AMETS,2011-05-18T20:00:00Z,10.86,76.5,11.48,mild
M2,2001-05-07T11:00:00Z,8.0,84.8,8.7,cold
M6,2011-06-02T20:00:00Z,11.4,100.0,11.2,mild
M4,2011-03-26T22:00:00Z,9.4,77.0,10.2,cold
M2,2015-09-06T13:00:00Z,13.15,77.0,13.84,warm
M3,2005-01-30T09:00:00Z,8.7,90.0,10.9,cold
M4-Archive,2003-09-11T05:00:00Z,16.5,96.0,15.8,warm
M4,2017-03-25T07:00:00Z,9.22,86.3,10.12,cold
M4-Archive,2006-04-01T03:00:00Z,8.1,84.0,8.6,cold
M2,2014-12-02T01:00:00Z,9.32,75.0,13.43,mild
M5,2006-12-25T22:00:00Z,9.1,74.0,11.4,mild
M3,2008-02-02T18:00:00Z,10.5,78.0,11.4,mild
M4,2010-02-17T15:00:00Z,5.6,76.0,9.8,cold
M3,2017-06-04T02:00:00Z,12.74,74.2,13.71,mild
M4,2008-05-12T15:00:00Z,14.0,92.0,12.8,mild
M3,2008-01-20T05:00:00Z,12.4,97.0,11.4,mild
M3,2008-03-03T13:00:00Z,7.5,70.0,11.3,mild
M6,2010-11-05T05:00:00Z,13.0,74.0,13.6,mild
M5,2004-10-23T13:00:00Z,12.7,94.0,13.3,mild
M6,2011-02-15T19:00:00Z,7.6,51.0,11.0,cold
M4,2008-01-05T09:00:00Z,8.8,74.0,10.9,cold
M4-Archive,2003-09-11T08:00:00Z,17.1,91.0,15.8,warm
M4-Archive,2007-04-08T20:00:00Z,10.3,86.0,9.8,cold
M2,2014-11-05T00:00:00Z,11.88,75.8,14.39,warm
M2,2011-09-06T07:00:00Z,14.52,75.6,14.68,warm
M6,2017-04-15T03:00:00Z,9.2,62.0,11.6,mild
M4-Archive,2006-09-07T12:00:00Z,14.6,74.0,15.7,warm
Belmullet-AMETS,2011-05-13T16:00:00Z,10.65,78.2,11.57,mild
M5,2013-11-07T23:00:00Z,12.6,69.9,13.06,mild
M6,2009-09-03T14:00:00Z,12.8,75.0,14.8,warm
M2,2007-02-18T21:00:00Z,8.4,88.0,9.2,cold
M5,2012-02-25T13:00:00Z,9.32,82.1,9.55,cold
M2,2008-03-01T16:00:00Z,9.3,82.0,8.3,cold
M6,2007-12-07T13:00:00Z,9.7,71.0,12.8,mild
M5,2007-09-09T11:00:00Z,15.3,84.0,15.8,warm
M1,2002-06-29T06:00:00Z,12.8,99.0,12.7,mild
M5,2017-04-19T20:00:00Z,11.24,74.6,11.07,cold
M4,2010-12-30T22:00:00Z,9.4,92.0,10.1,cold
M3,2009-01-29T06:00:00Z,10.3,87.0,10.5,cold
M5,2016-08-25T07:00:00Z,15.44,93.4,16.0,warm
M4-Archive,2003-04-25T20:00:00Z,11.0,83.0,9.9,cold
M2,2011-05-12T03:00:00Z,10.79,81.6,11.02,cold
M5,2009-07-24T20:00:00Z,16.2,87.0,15.2,warm
M1,2001-04-13T23:00:00Z,10.7,93.5,10.3,cold
M5,2009-05-13T06:00:00Z,10.3,83.0,10.7,cold
M3,2005-05-03T09:00:00Z,9.8,85.0,11.3,mild
M4,2008-08-22T05:00:00Z,14.3,84.0,15.6,warm
M4-Archive,2003-11-24T09:00:00Z,9.3,86.0,11.6,mild
M5,2005-06-21T12:00:00Z,15.2,88.0,15.5,warm
M2,2002-02-12T06:00:00Z,10.2,83.0,9.3,cold
M1,2005-09-24T23:00:00Z,14.5,83.0,14.7,warm
M4,2010-08-17T15:00:00Z,13.8,82.0,15.2,warm
Belmullet-AMETS,2011-06-10T21:00:00Z,10.89,71.8,11.66,mild
